vibration_rms,temperature,rpm,acoustic_db,risk
4.637078431313007,77.19105310130126,1615.6038008877065,85.73988230029262,0
6.949518660220164,77.26733193164405,1963.773855229642,86.81102540830678,1
0.0342047530173845,,1888.51407153471,91.82931923823688,0
6.309869677404629,72.00582294707033,,81.91672478908524,1
5.089221729848058,78.94091599512748,1909.2208347111084,79.8865894847907,0
5.11958466162247,83.0136028974067,1498.1357848137477,81.41828815629984,0
5.317168711543436,74.422806170163,1902.9132654247103,79.65372599874033,0
2.685761225185006,69.83879604439635,1923.5952222329215,90.34662943103594,0
4.321810054285646,77.77721827430261,2158.415256193515,,0
6.104744022751429,,1825.4500813472373,86.28086631179532,1
6.952382877559946,63.85965164975042,2419.6686683431417,89.8851797827406,1
4.611392703485665,58.98083443572278,1522.0898623370608,85.53583352232094,0
3.057880399394872,71.49433984296304,2327.791874450656,84.61955340919694,0
4.3649320843062895,65.49781116142441,1943.9202572804736,83.66784952378495,0
5.380759205830156,69.48215294837867,2214.896218085889,83.75843603448973,0
5.3595579215186495,,2019.9503710146832,78.80879377476387,0
4.425536691288398,72.52908789119228,2284.888884006368,86.05701905442936,0
5.5094168740544855,88.87896113692838,1903.159508861797,84.83866435914382,0
4.620397509644077,76.95568313110131,1725.3448937055468,87.9814428963115,0
6.876026720447301,75.6952026154621,,85.37409398575444,1
3.8951889642605098,76.29040300652369,1971.629838529465,84.34918519372363,0
4.263721456588012,64.41818779226003,2055.3896184060527,81.51522787996947,0
4.432785730878902,83.14240903561358,2308.6879785111987,,0
4.123062148774617,76.79257056897143,1742.011189476391,87.95294892326464,0
,81.37354547627915,,80.42664403566455,0
5.972869742363754,66.88277024273889,1852.526310884277,85.34989501472296,0
5.225443344459873,61.96975037991979,,85.93217180611794,0
4.731361936225853,,2018.0697413460723,82.12774086552695,0
1.6789027427591705,80.11974760504208,1624.9445346382658,,0
4.029541842620395,68.0846953762775,,85.92244339506486,0
4.245641018608609,64.8887943119209,2337.768223103285,80.46631592682951,0
2.8591380641438056,82.9931688034723,2221.5477971461987,86.39969486099757,0
4.17936353739327,64.19738080940394,1984.3401056681912,81.4185825053632,0
4.615658049760491,87.32198761228152,2060.7808646282238,89.25141477213286,0
7.810116933967109,68.63940011324468,1926.4393735908857,,1
5.671249704672166,79.9459680821757,2339.1458464569955,81.55697279319273,0
5.939712845396311,72.25575408350264,1949.911855551459,87.1368314494987,0
5.09572335739037,81.7957091906466,2057.960523033712,82.09303238047193,0
1.6401450064521532,69.60239634840643,2286.5075360355163,89.16381669519116,0
3.994196607566195,76.49395604025267,1805.6571287885236,79.93896636365913,0
4.211910965210789,74.32039201610914,,86.92234703371085,0
8.06037188010068,,1617.3846475641558,81.50804413244259,1
4.267028703810478,80.50478937025686,2407.4105327781995,84.17206164360653,0
5.372446764504626,71.07942016847876,1906.8311040120063,80.87589889941077,0
4.440850236378651,73.83808866988954,1939.32531304368,88.28940188358301,0
3.416470890404833,67.6959578632652,1527.4974572042645,81.65207858224166,0
6.598097470372794,53.37165473370665,1886.3013206555768,87.20785703732732,1
6.133172404900674,71.78740588302729,1740.048367243279,,1
,98.0556810592619,1848.088413656632,84.54211051280456,1
3.045802950707707,80.55085779378336,1965.67225855278,85.59102362960051,0
7.313543755550333,75.89473562013282,2239.4479036182265,,1
2.8902367915735416,70.48541140054907,2051.900837850156,,0
5.713542500215558,74.76030806263935,2076.9191633502783,91.12133825741763,0
8.728311599147949,79.18615384542802,1726.1201527886094,81.88762085666914,1
3.953702589582471,66.262720082421,,89.68724057309538,0
3.677308007601628,79.83089234586306,,90.99239053395114,0
5.0583967557025,80.97226144314745,1816.1997413091883,81.73538004388783,0
4.385392360117733,79.02087362261163,2414.052063014324,79.17978157963779,0
2.5375014793895083,78.9943244772702,1939.2347002797835,86.20784360068706,0
5.39535512835294,73.60243946629467,,82.81036990893251,0
,79.0996658438462,,92.474412876652,0
,79.32407165434113,2317.9731054846643,85.13923016199932,0
2.8557240806844013,70.58918010806701,1972.296859930228,81.79120236785928,0
7.26368361265261,69.69788414672176,1902.9392366196157,80.41136195595315,1
3.3708688057395486,,1986.0198878694464,89.35961983636332,0
4.818961453411008,84.6424055344134,2084.4893820580296,82.71526410366326,0
5.411689881031733,,2222.825921717439,85.17531519784171,0
3.32685988046151,61.315724834744586,2001.057464748538,88.82321098044993,0
5.026165686232024,76.05006539848016,2154.7215745057883,83.06296659227668,0
6.593633198363135,76.53643823708882,2409.5899330677357,84.81628468503936,1
1.865526046387815,75.4643171611892,2095.327403066196,84.93372636070993,0
5.044412814697953,,2077.913214001195,87.73329804606436,0
5.932074456518098,73.5537390959227,1620.272293727483,87.3629773420413,0
6.160139965901226,88.59580824290738,1342.3174657927343,84.11954507498069,1
3.4584141426201143,60.438795274558174,2097.093932307542,85.25459624598606,0
3.8516359913567233,68.14680205373188,1976.2939421797817,83.51288395390604,0
5.914790140836635,71.57522002635663,1871.3043312713144,79.08955037232222,0
5.166077223818609,,2060.8825510465863,,0
5.60936538311021,73.64447179135054,1984.899067700773,92.56876704333229,0
5.247524241088318,87.00982436319154,,,0
3.727751575983679,74.48160415562984,2021.5277170647444,81.90788116158919,0
4.588434145932013,74.73326709328829,1813.2691787324584,81.51708891342503,0
5.902737455490218,65.0342997956916,2247.5415597398223,87.8983671148925,0
3.735471585135728,,1945.717231263449,86.79394181678576,0
7.889710889625066,70.35271315275281,2131.634170918077,84.36584923033418,1
,71.52427157612155,1880.6473234518,81.32792375344414,0
,86.00696972971141,1837.5432786256408,85.3695071665597,0
5.603859793883203,81.27966456478511,2021.042057546424,78.74151149065678,0
3.467123133808106,63.868551626190346,,85.57370626742997,0
6.619539921233241,,2119.956758841708,88.48609754435174,1
7.13327302462737,79.41047022145356,1932.8385616725643,79.9952034534653,1
3.757961486213964,83.96810772222686,1540.9100540574009,78.86992689268135,0
5.560998677513124,83.92913739223135,1891.806529102903,91.31775156677944,0
7.115576675435068,67.6308814793402,2198.454616785954,,1
7.106019725128303,70.79214443695327,1925.6559801892236,89.54379138377529,1
8.20652688642507,65.11436975543734,1938.404149371363,84.38400933920867,1
4.255315935200209,71.58118204720276,2246.594126476484,84.35218073223469,0
3.8125996726127833,77.96117612602426,1822.0066931852691,86.75365079798658,0
3.3940181406734564,85.55354573419619,1614.299195439275,81.46400457301424,0
,75.75733562215066,1959.8422201186263,85.52998857398258,0
5.015598881304761,73.40125974153774,1878.956512187816,83.47404234070363,0
,76.74868281329148,1758.4384200616864,,0
5.179658649432637,67.32715111867336,1956.1553860253275,86.3499282989056,0
6.8013689448389885,91.41545300257452,2122.876411811696,,1
5.8195517612271,,1997.677859608046,84.37190068622117,0
7.944466897479098,77.30228610526245,2076.7452681715595,80.15935622634336,1
4.981530782670054,93.45222809523749,2453.351924628856,91.36560147105122,0
,76.73190596166968,1914.280284610609,,1
4.317744108982949,71.35061118629399,,88.85662353668792,0
3.8628436772796872,72.47642907086816,1872.6966593502164,83.77822119023327,0
6.785493746972563,99.66201156365258,2588.410070028257,,1
5.793699671025455,86.9110782926292,,92.81166952995804,0
4.691754495527827,56.36125406428282,1880.310357119578,84.75560996797653,0
,91.63863343402312,2089.8689493867814,82.00480081591978,0
,61.69271593690216,2587.268946675189,86.66720629793245,0
5.206864788030616,71.2419986961256,1820.98914093104,89.6684831520132,0
4.070978813927222,71.91643725950307,1895.8436735961343,84.90779777565814,0
3.201017664757896,,1984.219246722188,90.11430067175748,0
4.63225339436028,60.96071290887377,2098.9497121774366,,0
6.079583485715753,78.29863878018504,2065.887702988696,80.69447525039176,1
5.285722192237261,92.81041749581836,2321.023948487029,82.30483957736209,0
3.176954265558707,,1393.401982366198,88.83014865311907,0
5.313621113330083,,1403.267532451082,74.14954974475825,0
6.07708489757912,70.5525919304572,1876.0304569974624,84.40217722734005,1
7.992096444419092,,3074.325046885928,79.27667519350132,1
6.269259378703269,76.6988403977812,,83.0937847942659,1
,71.80530806124357,1248.0919150765608,83.80471964388319,0
3.325369344561028,79.36348286897663,2142.7948515548023,,0
3.6183532662927407,,2060.9143059256785,82.79095499154957,0
6.459593022615985,73.7939361396108,1727.4478983001427,80.61142540148474,1
,81.49175937215938,1753.6150998197677,94.16764506727476,0
,64.73657229383788,1757.5640700913314,92.4698480166454,0
2.73427331056968,67.3475962619725,2027.633829368485,80.35173671897486,0
,80.57419090428388,,91.32846700521426,0
6.078687805865686,89.14710249882029,2123.51597974388,83.40213803810859,1
4.9909610368052,75.58357737333515,1286.3433342739022,85.51674989332685,0
5.23371115656327,72.51056748342562,1785.7870337180502,84.74690416041234,0
10.95067651308079,,,82.36100543498414,1
6.167807781246404,64.53028092851315,1935.914830406877,88.93540937442458,1
7.024119282738905,80.43989692544592,1865.4880603774652,85.50354612230663,1
6.037484505773154,83.06282205590098,,83.09379430712303,1
5.487954052325577,71.21508767191834,1535.1658070849855,79.7816422247981,0
4.2737787161455225,68.36965231583979,2011.372869082688,81.42561994512351,0
6.258390206882264,75.67945746635212,2139.5841058029264,78.43447953759161,1
4.583500862829917,72.85099161697548,,,0
3.621053497004612,70.36029944994102,1879.5585072266315,80.21333763086241,0
4.161590299777161,93.57891504085512,2081.114651088129,83.93775794992584,0
4.456471988566882,73.80563937999884,1549.0343018594087,90.48040741444149,0
7.6458665113335185,74.10754290612526,1402.010948921744,,1
2.6825805337847863,69.52181177459728,,84.87089242358952,0
6.30170257281144,,1998.6099265879825,,1
2.805642951189154,74.19575057651493,2294.6281724496057,92.51949819768404,0
4.752615121181346,71.7169953794861,1656.649277757563,87.08302448143485,0
,86.95751496645423,2129.975534882188,83.6887741604939,0
4.8801012704764295,85.36278681087705,2467.2044601359635,79.29592753151819,0
4.476248141467328,70.32675308728433,2104.9264020893165,86.57549287265897,0
,59.26842598594519,,88.31729509033146,0
6.386962679929059,81.83120982241132,2002.1390202060877,82.47339390194543,1
3.907640822905953,70.95604425068974,,86.16481102055214,0
4.400558619333755,79.52870632640442,2338.893233927587,83.54570682033989,0
,57.89844481243289,1847.2855900487336,84.263870403204,0
3.7331073686213214,80.48474025618589,2126.120814095754,75.04871176975067,0
8.743966759822984,63.07525328080519,1609.2414233571867,,1
,81.0657343902961,,88.87747720963222,0
2.4193247021256057,76.85643911541445,2358.7718498055588,82.47438977773376,0
4.786158382685984,67.09116951045894,1913.1744277605392,,0
4.815256547908575,69.4850877957395,2363.3188690106363,81.97619717323232,0
5.796203352101144,81.75046446526665,1980.4423352353704,86.44176670517109,0
3.917631091685933,,1539.5255567605357,84.13390720985531,0
4.822719192845783,78.70594035755998,2223.0168999329303,81.24303383727197,0
,90.0936932760473,1852.526920561098,,0
6.967928860402985,63.25955805143668,2174.6722033792607,88.71572805412886,1
2.847000129333356,90.37051122142655,2006.3027168850208,82.5803729442873,0
3.823445518382613,75.05509628159787,1614.2204430142824,86.99115323767111,0
,65.81105294191767,2041.0736913426424,87.14964801128153,0
,65.30461890349669,2549.0557855382,,0
9.336872819962968,74.68563898349718,2123.2466146286147,78.22297641601969,1
5.945726304661421,82.38239807104851,1985.620561748634,89.02642616413051,0
2.9040037808881203,73.14240714749356,2268.8358504892244,82.72120414829708,0
5.848737135988621,,2052.6671163007777,83.56868826623493,0
7.243090090234558,64.18264848640948,2052.3835575656985,95.5515270090408,1
,73.75063514187633,1727.0937069602244,86.20749352288405,0
2.7784159369485457,65.05449454165355,2058.4620064474,83.4547100982113,0
4.987313216498007,75.88149376296278,2258.8608541042363,76.17882250897638,0
7.461211294973893,,1790.9844619749938,90.55905653578542,1
4.053043217395019,71.24055529647728,2356.123955311737,79.61916131676558,0
5.5041453093681,53.51272289840582,,80.98624438600199,0
6.296357258350082,76.5422734466433,1778.057622115365,83.6745908036486,1
3.3502852938905874,78.55436996286345,2249.408019230061,90.66564716680116,0
5.7698939637892375,,1928.3014410654328,88.09295994666304,0
0.0435038992588509,85.77289333156506,2189.878721871527,84.36864996063896,0
,66.19695664461841,1927.0603419353656,,0
3.5132365603999256,81.58723106818209,,82.59845722851557,0
3.030607803791344,85.14116598036122,2123.390051083573,85.5586147582614,0
7.866859024879924,60.13139987351881,2072.724264397501,85.29334697911254,1
2.320926644539778,,1501.1170548870657,88.87507958272542,0
,70.74422701867394,1719.689064976402,88.8687124897558,0
5.592466374795969,75.10571062994813,2232.352496197704,86.97590952882258,0
6.423581321840146,77.23087794622423,1966.9658527746133,83.5506097698156,1
3.3751072770018,,1869.0671743071448,87.9672891775605,0
6.478673683145888,72.54747133085803,,84.63212613518782,1
,76.68282256252486,1730.065919681038,80.67234252514747,0
2.965797820865277,65.16113149245987,1494.550340009513,,0
5.882178341608848,67.16981045983182,1974.679820324617,85.3381079351373,0
6.528525535874895,80.61251136213478,,88.64086313465899,1
4.490423303992125,66.3969744816209,1758.3530272536711,84.26588731137139,0
4.672560496514761,80.53651199412135,1982.969143708012,80.16320515504158,0
4.989839897453098,80.48519431105946,2090.9926577131846,85.22696673318728,0
5.011936244909747,61.7119766866524,,85.4538241602262,0
6.680438502495349,69.48634973399334,1622.0291451091966,85.74335051561101,1
7.782363425300209,86.1161610898535,2289.8452608251305,88.67948606381772,1
1.67170596902386,67.50060331251434,2243.275390253768,89.07569296035959,0
,71.46698377051848,1805.2268151558249,82.62315651047334,0
,79.16752104974435,2050.808988646508,82.53542616780423,0
4.848150993519134,81.12671053921122,1885.5916876655965,80.83920515617811,0
,73.00152940113723,2046.422145104685,87.79526268112191,0
5.104693043855642,,2377.2827533511377,90.79528043335088,0
3.112832410224419,85.25220806415224,,83.7396722883643,0
4.643629980700889,87.41334173065697,2127.1520933083607,84.03427774110003,0
,80.74288947605875,1892.4226700113395,90.86713022759592,0
4.518419559949845,74.36296909844336,1628.985833768916,87.02223141286004,0
7.369611646125748,68.2724736751722,1947.882947364898,86.74494281920423,1
5.976721773842561,68.51112112121592,2301.652038715979,80.23633397610509,0
4.474375278785365,78.7731679974046,1618.2080358525882,87.71491227711768,0
7.336439157022388,74.81363053191843,,81.28345463796097,1
5.649580910986027,88.57466828021495,2031.566934058517,80.46391925626017,0
,81.83332092462469,1753.8363037881843,83.61291369293315,0
,63.64399736274715,1801.8691382211969,82.65682910620524,0
4.483427602177834,,1894.100354567956,,0
3.9197461183484417,,1658.5956489524626,79.23607346190033,0
5.760155866514879,,1756.4695384459078,88.83526522587069,0
5.9849834143656375,,2175.856979196827,89.51074517806572,0
5.384397042519609,,,77.21063010343674,0
5.575036599293954,,1600.5319663762907,88.9138312226662,0
6.204413543588838,,1842.4937551165265,81.7578854807135,1
5.068445950277916,,2182.9888756274613,88.42790214793115,0
5.500063607056632,,1950.7695480007776,84.72621402933434,0
4.564178522904869,,1883.8547304710955,85.115102256324,0
4.22215101516526,,2011.0896993789015,84.25960940231512,0
7.997329695949329,,1563.573141785087,89.84851681693394,1
6.359159858626028,,2123.676413443758,80.04164794989988,1
5.794776913660176,,2095.858757850911,87.43136135494004,0
7.390179985712716,,1897.6728814760695,,1
5.416073652104156,,2251.481127949104,87.86536032216165,0
5.929065945152504,,1718.1259752617402,94.29879565729368,0
,,2281.9772483133925,82.8842129491012,0
5.073603548317231,,2038.6234163988129,88.82921929037413,0
4.558326280973847,,1915.8618525304569,84.57563745863432,0
4.140385620206046,,1995.031591157922,89.93362430541067,0
5.230759996045589,,1973.1838085472648,84.96924401711452,0
4.676484377985134,80.21769091576883,2305.070724104429,83.44849687255012,0
,,1730.8302181322465,90.22428881548652,1
,75.22865218467443,1809.3701902133505,83.03375224392428,0
4.01018280441332,,2259.07572301812,79.34909696439777,0
6.657129066945949,66.47434553368117,1851.1162662040351,82.93261246730468,1
6.065788889660451,72.6503703736716,2225.1332693328977,87.47613178635413,1
5.964435049811011,81.33854659491593,2424.858995752177,90.56815500634836,0
5.880057466234637,83.39095397134153,1899.551243264592,85.44451750118604,0
4.874031678949538,,2170.340581643826,90.2727882689361,0
4.225817496346029,73.62829585012521,1711.576929665035,79.56730031408962,0
,65.70027104554056,2188.6833245169523,83.22694614072839,0
4.340498314948735,71.91827383290156,2049.855996496692,83.8456995313836,0
6.978369862765293,82.42311598912679,2118.2595705400536,84.54176229010992,1
4.973506825574159,79.50112506626469,1838.6069819911515,,0
3.276618541857113,77.77280453159214,1584.7291461082068,,0
3.841488293038491,77.83348331378538,2125.813016187376,83.22077264731804,0
5.693787498817089,74.2649531511445,1484.1492118801364,85.5561147478125,0
4.068785018381571,,1920.6623769393664,84.81950843870379,0
3.8103651211104137,79.91451694566615,,,0
5.357503797613575,75.36522455252683,2047.974433968259,84.54533324367426,0
6.659236686746368,77.95921958646763,2487.085661197453,84.42536188041153,1
3.574472109122637,69.33952836188087,2256.2772881454434,84.33967773998782,0
3.298469406661953,58.69939958742104,1836.5254029186056,85.1270378263258,0
5.514263322796259,82.76710033468976,2006.82834496286,85.30269416245355,0
2.639662210459916,72.50100625530104,1988.1573243638911,,0
3.046838273300143,70.19551987725902,1604.455809163468,90.09085893588504,0
4.214275179263346,81.71959429974335,1764.9002708789117,80.32207748318794,0
5.321881620021678,71.54081644735685,1859.809773255035,82.11611956612042,0
4.712748438205038,83.69116281743138,,,0
6.934675376495746,77.64857018639749,,,1
6.5008700642434105,80.26788552682197,1937.73203883674,79.58498130116097,1
5.145324002898473,62.78169660829548,1581.7765246721065,,0
6.068200463290159,85.73704145481514,2101.053216319333,76.69152058490451,1
3.974057938600221,80.94913283373755,,84.05890436011025,0
4.943835998068277,72.7955153399911,2056.7586197162223,93.58329970030596,0
4.1217941651484615,73.16039751530602,1918.9829561977572,78.8202563113864,0
5.2019329141476245,,2147.860537937964,77.07214205704514,0
3.462802173192962,78.45295887990704,2170.0550901191727,79.00327519216921,0
6.106636585618639,66.89606407243382,,88.59343827338795,1
7.427607092296781,63.0824180248386,1793.8469373913097,89.49910687994326,1
4.175034991893624,63.18906412421228,2069.150191377795,82.94964481208596,0
5.384616848603195,82.03775574454032,2298.8701627063697,87.73284961600427,0
6.47398976429238,68.5485297664301,1850.8427353470677,90.56102131004796,1
4.574000469658275,88.23851814173756,2524.4848347831075,92.14938565771932,0
5.62046103072201,69.19009344926188,1868.592266503654,84.0146588752806,0
5.210349456201324,62.148453747494806,2008.101753335034,75.79411312932005,0
5.959729515127678,64.01360881842665,1831.878600998416,81.71648431036125,0
3.958506856128985,,2055.817708980065,83.29278322025897,0
4.843753862453065,72.59140969290058,1564.4445768411813,83.96424481368643,0
5.289119916301394,70.27820177037002,1863.48955029582,84.24856239596512,0
7.301520140797418,76.77606569845791,1726.9696999128582,89.47557839172268,1
5.218554231740268,78.16623696058872,2033.8345869730729,,0
8.137629185350978,84.15429946882665,,84.31330538430086,1
3.746058725707254,,2161.501546778638,89.39393950420728,0
5.626245528272377,73.56277068244255,1407.085159785277,86.43064546652435,0
4.81088008927953,65.57886466530313,2510.51741323197,85.25802389145029,0
8.689533164900629,71.43456301530978,2073.819985155217,,1
,76.86229639159768,1805.8752148767496,85.28900819295167,0
3.7913114035825,70.81359142735266,2039.2819797477352,93.23124470839105,0
4.254084798799978,68.76762628321359,2044.047455625673,79.24635533282176,0
,76.36756756791877,1833.287820762109,82.93931640363193,0
4.832798748908016,74.76076343308472,2049.4791668355188,84.4939244121842,0
3.923015598521277,74.75966125512541,1848.1319280949235,86.75781076183196,0
4.496484122804937,,1898.9095018274943,90.07184194841236,0
6.327698946102944,71.31255154979172,1828.430216061229,84.90240573105537,1
7.999426392488252,66.98824999427463,1641.8321775650868,79.31108140197517,1
6.1310088918815415,84.83892094878917,2036.459117553846,88.37005558582001,1
3.5079436573588865,,2146.3248591290844,88.01983506456786,0
3.850335103456486,56.49375498986806,2128.720899019093,,0
5.679292754772571,69.38899835720764,2204.9813131588085,84.98478346531681,0
3.806723582485241,64.6622102436431,2081.085052503717,78.6394326772788,0
7.574234508448117,69.26088056828519,1866.8186254457744,82.34139560999175,1
6.350469786240698,75.40839155735195,2209.915966107797,81.3887642921488,1
,62.11373942618596,,,0
2.8929391527221,66.91973792059797,1774.83215437188,85.46732069668873,0
7.115134245053217,69.2161605643528,1758.9499821441889,,1
5.166368755958527,76.25054357538698,2270.0140147848274,88.52026385182937,0
6.837880907589074,72.75015720335752,2235.6971285350187,79.26477670428635,1
,69.13114473912998,2121.8263092612488,86.32045516188377,0
,76.29668438774365,2267.982466302949,81.74395732283378,0
5.320524716588027,72.42411217736206,1780.1793043970029,83.53729166987792,0
4.9858336714808,72.84826375065522,2087.148779965245,87.01708299215353,0
,87.75524325522787,1968.706392904209,87.08579759623811,0
4.751847212125492,87.2912726321696,2211.7205259712287,90.34787629422384,0
4.424606011637076,64.78453545333089,1971.1939418619504,84.67098520131418,0
3.933451225022692,80.51282532068483,1903.76427789748,86.22580345185337,0
4.8668970351817,83.22366877674517,,83.2490507103827,0
5.751199483490589,66.10438633675425,2219.042291797808,85.72795953049119,0
5.994181981769255,81.55461010005804,1832.9137012882995,,0
,87.57031793441791,1984.731082161906,84.60676061018249,0
2.1699104345914493,64.4136389929198,1735.389841589587,77.78499806363001,0
7.046898641589295,66.86849676761838,1375.4847456267653,86.32588358532358,1
5.20936496885951,83.1466656374972,2050.114907853432,86.45824590942183,0
4.024840684833878,76.87996694406816,,82.2793060946082,0
7.294341833384846,81.32045277614108,2065.5167022716814,79.86245185570995,1
5.219979777780777,,1512.6095705614082,90.90351660201586,0
6.493983359863567,79.40792325137976,1912.2876424808812,,1
4.8462457470671225,64.40231600537511,1445.4130599872296,84.08367587631317,0
8.234758144336695,84.96297437859077,2342.425276913546,80.45186846741005,1
8.10486901654283,84.95301157428192,1728.4863544704783,81.71274068631462,1
4.327414110182466,73.18500477553847,2313.850902364974,,0
6.022972654145078,74.63225976805056,2236.4674109210364,,1
6.27479400721364,61.31948204011778,1774.8524118659843,82.79765173199718,1
,79.87441162834715,1716.8037621830638,87.03875692489862,0
3.967863876122819,79.51615243190858,2087.5925540965845,81.74240725021471,0
5.576178583312085,73.7494839237337,1788.9189907042323,91.00337212112152,0
5.697917267562666,85.65451953518213,2025.621160539552,90.4112021395869,0
2.0953887294521616,70.45205811331827,1879.2931022982705,83.13370371518889,0
2.841935926368829,78.88310356400015,1554.7103963835916,82.48531901187656,0
1.901757533319699,68.38426341363238,1442.3829952188853,74.52746720523088,0
4.277467141197969,75.28486720438647,2056.6710621236493,79.07367691379453,0
6.446821859362168,73.53337754529818,1859.610563417344,79.64212090016898,1
,77.17896869105276,1861.727545771467,85.54076136394954,1
5.186379420016613,72.31290582590638,2173.9659597734462,83.69506518223456,0
7.521740597577409,,2293.360569158111,79.61865805033904,1
3.0273253588837568,81.0844845435101,1931.863819659548,83.87534383014177,0
2.432861785739781,,1914.8503232725343,87.0213485905894,0
5.171978796860229,61.15839699192482,2125.035758278471,87.11135739966235,0
5.178270606496057,88.51921971248687,1660.7661075751062,77.40131887656447,0
5.650666841185801,85.23920148456011,2055.7882636869244,84.48694607806468,0
,89.53137560417785,2937.9714929555385,79.46663689211356,1
4.2105453717814765,79.64297819497511,2170.0575521044075,88.6069147885611,0
3.1373324277386065,71.70631408882635,1515.8118243743838,88.13658566541399,0
,77.40386784108388,1809.6611825477648,81.40789109470217,0
5.88256463639971,78.51411445476847,1780.4341867941334,81.9358191903984,0
4.694983108530156,71.54832584818598,2024.9717386023035,,0
3.835913578216035,,,75.98882642107465,0
3.577365883778565,69.13708763405172,2374.1776018614955,86.34387269376231,0
